State,City,Date,Year,Month,Domestic_Tourists,International_Tourists,Tourism_Revenue_Cr,Popular_Attraction,Average_Spending_per_Tourist,Number_of_Hotels,Average_Hotel_Price,Events_or_Festivals,Weather_Condition,Mode_of_Transport,Average_Transport_Cost,Local_Transport_Used,Average_Stay_Days,Hotel_Occupancy_Rate(%),Tourist_Satisfaction_Score,Adventure_Activities,Medical_Facilities
Tamil Nadu,Madurai,01-07-2019,2019,July,17974,1617,29713.92,Beach,1.52,211,8703.86,Festival,Humid,Train,7824.42,Yes,10.6,84.38,4.5,No,Average
Tamil Nadu,Madurai,01-08-2019,2019,August,5731,4412,26454.8,Temple,2.61,117,9870.26,Art Fair,Cold,Train,4431.73,No,4.6,77.98,3.2,No,Poor
Tamil Nadu,Madurai,01-09-2019,2019,September,30623,1231,32430.08,River Rafting,1.02,489,3212.32,Festival,Sunny,Car,5674.73,Yes,13.3,56.78,3.9,Yes,Poor
Tamil Nadu,Madurai,01-10-2019,2019,October,43242,4102,50587.56,Museum,1.07,167,3817.11,Religious Event,Cold,Bike,1492.07,No,6.7,62.52,4.9,Yes,Average
Tamil Nadu,Madurai,01-11-2019,2019,November,34137,2267,22783.17,Desert Safari,0.63,109,2010.62,Festival,Rainy,Bike,7436.5,Yes,4.3,66.54,3.3,No,Poor
Tamil Nadu,Madurai,01-12-2019,2019,December,47798,2555,38941.88,Beach,0.77,479,9566.88,Sports Event,Cloudy,Flight,2584.03,Yes,13.9,80,3.2,Yes,Average
Tamil Nadu,Madurai,01-01-2020,2020,January,26451,3328,53087.27,Temple,1.78,249,7518.93,Art Fair,Snowy,Train,6648.96,No,3.9,53.94,4.6,No,Poor
Tamil Nadu,Madurai,01-02-2020,2020,February,42431,2130,59034.64,Hill Station,1.32,343,5755.43,Sports Event,Humid,Car,6750.25,Yes,13.2,72.46,4.9,Yes,Average
Tamil Nadu,Madurai,01-03-2020,2020,March,29745,4218,46598.29,Hill Station,1.37,348,4846.43,Dance Festival,Humid,Bike,3440.32,Yes,3,75.18,4.7,No,Average
Tamil Nadu,Madurai,01-04-2020,2020,April,27250,3013,24182.71,Desert Safari,0.8,472,4981.18,Art Fair,Rainy,Train,5511.5,Yes,3.4,75.88,3.4,Yes,Good
Tamil Nadu,Madurai,01-05-2020,2020,May,44321,4021,59846.42,Desert Safari,1.24,278,1979.61,Crafts Mela,Humid,Bus,2293.58,Yes,12.8,90.74,3.9,Yes,Poor
Tamil Nadu,Madurai,01-06-2020,2020,June,5394,1931,11937.9,River Rafting,1.63,451,6751.23,Crafts Mela,Rainy,Flight,5124.77,Yes,13.5,53.92,3.3,Yes,Good
Tamil Nadu,Madurai,01-07-2020,2020,July,25824,1196,38194.43,River Rafting,1.41,90,4850.25,Sports Event,Rainy,Flight,7462.67,No,12.1,53.65,3.4,Yes,Poor
Tamil Nadu,Madurai,01-08-2020,2020,August,34739,2302,37677.25,Beach,1.02,77,2599.01,Festival,Snowy,Car,2937.27,Yes,8.4,61.68,4.5,Yes,Good
Tamil Nadu,Madurai,01-09-2020,2020,September,19242,2602,17778.41,Backwaters,0.81,145,6067.14,Crafts Mela,Sunny,Bus,2101.25,No,6.4,69.39,3.2,No,Average
Tamil Nadu,Madurai,01-10-2020,2020,October,47801,755,32305.34,Wildlife Sanctuary,0.67,87,4999.69,Religious Event,Snowy,Bike,7871.53,Yes,5.1,51.46,4.7,No,Good
Tamil Nadu,Madurai,01-11-2020,2020,November,12206,1369,23771.84,Beach,1.75,253,4109.77,Food Festival,Cold,Bike,793.43,Yes,2.8,88.19,3.7,No,Good
Tamil Nadu,Madurai,01-12-2020,2020,December,10520,4795,32193.1,Fort,2.1,339,7523.62,Festival,Sunny,Bus,5312.38,Yes,4.7,76.62,3.5,No,Good
Tamil Nadu,Madurai,01-01-2021,2021,January,21155,3851,37256,Wildlife Sanctuary,1.49,373,8470.24,Religious Event,Humid,Car,7501.01,No,10.8,74.1,4.9,No,Poor
Tamil Nadu,Madurai,01-02-2021,2021,February,42670,4757,40504.72,Desert Safari,0.85,76,1572.2,Festival,Rainy,Bus,6484.08,Yes,5.3,82.18,4.6,No,Poor
Tamil Nadu,Madurai,01-03-2021,2021,March,26010,765,36632.84,Cultural Festival,1.37,307,6225.13,Festival,Sunny,Train,5371.83,Yes,13,66.18,4.1,No,Good
Tamil Nadu,Madurai,01-04-2021,2021,April,33852,520,40052.62,Desert Safari,1.17,96,3162.43,Festival,Sunny,Flight,7942.89,Yes,7.1,77.03,3.8,Yes,Good
Tamil Nadu,Madurai,01-05-2021,2021,May,24351,739,16916.91,Museum,0.67,147,1622.7,Art Fair,Sunny,Car,6082.19,Yes,10.8,71.93,4.2,Yes,Poor
Tamil Nadu,Madurai,01-06-2021,2021,June,26840,4191,34436.37,Fort,1.11,465,7671.76,Crafts Mela,Cloudy,Boat,1345.2,Yes,6.3,61.67,4.1,Yes,Average
Tamil Nadu,Madurai,01-07-2021,2021,July,41257,3810,59654.34,Museum,1.32,312,3742.04,Food Festival,Rainy,Bus,1821.3,No,6.5,88.34,3.6,Yes,Poor
Tamil Nadu,Madurai,01-08-2021,2021,August,46903,1936,53727.8,River Rafting,1.1,248,6490.13,Art Fair,Humid,Train,6083.7,No,3.7,87.26,3.7,Yes,Average
Tamil Nadu,Madurai,01-09-2021,2021,September,41712,4458,46671.48,Fort,1.01,97,4958.28,Religious Event,Cold,Boat,7700.09,No,4.2,85.61,4.3,Yes,Average
Tamil Nadu,Madurai,01-10-2021,2021,October,45743,1756,63235.18,Cultural Festival,1.33,317,1781.72,Religious Event,Rainy,Bus,827.03,No,7.8,79.26,3.8,Yes,Average
Tamil Nadu,Madurai,01-11-2021,2021,November,27450,4643,44254.03,Backwaters,1.38,191,5414.58,Sports Event,Cold,Train,2848.8,No,11.4,85.11,3.2,No,Average
Tamil Nadu,Madurai,01-12-2021,2021,December,7227,4504,13260.34,Fort,1.13,207,3002.72,Art Fair,Rainy,Train,5184.55,No,13.1,53.86,3.1,Yes,Good
Tamil Nadu,Madurai,01-01-2022,2022,January,27081,1468,38957.39,River Rafting,1.36,321,4457.57,Sports Event,Snowy,Boat,7956.63,No,9.6,91.7,5,No,Good
Tamil Nadu,Madurai,01-02-2022,2022,February,45620,2817,67092.17,Beach,1.39,391,5211.26,Sports Event,Rainy,Boat,7808.86,No,11.5,74.67,3.6,Yes,Average
Tamil Nadu,Madurai,01-03-2022,2022,March,43285,3120,42498.33,Fort,0.92,373,5632.05,Crafts Mela,Cloudy,Boat,798.18,No,14.6,56.87,4.1,Yes,Good
Tamil Nadu,Madurai,01-04-2022,2022,April,28603,3052,38791.49,Museum,1.23,270,4060.84,Religious Event,Sunny,Bike,4193.25,No,12.7,91.04,4.7,Yes,Average
Tamil Nadu,Madurai,01-05-2022,2022,May,28259,2559,40625.67,Desert Safari,1.32,143,4958.39,Dance Festival,Cold,Bike,4439.06,Yes,9.9,87.04,3.6,No,Average
Tamil Nadu,Madurai,01-06-2022,2022,June,22862,860,35914.46,Museum,1.51,436,2598.65,Festival,Sunny,Flight,1590.93,Yes,13.9,93.61,4.9,Yes,Average
Tamil Nadu,Madurai,01-07-2022,2022,July,32464,2595,39839.96,Fort,1.14,154,5096.51,Sports Event,Cloudy,Boat,1117.32,Yes,13.2,88.88,3.2,Yes,Good
Tamil Nadu,Madurai,01-08-2022,2022,August,37129,3458,61991.05,Fort,1.53,109,2849.79,Music Festival,Cloudy,Flight,629.93,Yes,3.8,55.81,3.5,No,Poor
Tamil Nadu,Madurai,01-09-2022,2022,September,37717,960,39553.78,Fort,1.02,326,4281.66,Religious Event,Rainy,Boat,5019.47,Yes,13.5,60.88,3.2,No,Good
Tamil Nadu,Madurai,01-10-2022,2022,October,33113,960,41998.57,Beach,1.23,264,1669.04,Festival,Rainy,Flight,2115.51,Yes,9,71.04,3.6,No,Good
Tamil Nadu,Madurai,01-11-2022,2022,November,38607,3157,70624.41,Desert Safari,1.69,455,4733.06,Festival,Snowy,Bus,4517.79,Yes,6.8,69.07,3.3,No,Good
Tamil Nadu,Madurai,01-12-2022,2022,December,5105,649,10216.37,Backwaters,1.78,290,8028.09,Music Festival,Sunny,Bus,3721.32,No,6.1,52.75,4.3,Yes,Good
Tamil Nadu,Madurai,01-01-2023,2023,January,37554,585,53159.47,Backwaters,1.39,376,3103.32,Art Fair,Humid,Flight,1497.27,No,4.7,77.92,4.5,No,Average
Tamil Nadu,Madurai,01-02-2023,2023,February,45062,2067,32439.64,Beach,0.69,457,5016.93,Art Fair,Rainy,Car,4043.3,No,11.2,85.46,4.2,No,Average
Tamil Nadu,Madurai,01-03-2023,2023,March,42147,2480,66216.33,Museum,1.48,145,2315.33,Sports Event,Snowy,Train,2424.84,Yes,8.8,88.23,4,Yes,Poor
Tamil Nadu,Madurai,01-04-2023,2023,April,28709,4015,45457.47,Museum,1.39,84,3500.93,Music Festival,Cloudy,Bus,6834.01,Yes,6.7,87.65,3,No,Good
Tamil Nadu,Madurai,01-05-2023,2023,May,28448,705,36885.81,Backwaters,1.27,393,6317.31,Sports Event,Cold,Boat,7598.81,No,7.2,93.52,3.6,Yes,Average
Tamil Nadu,Madurai,01-06-2023,2023,June,22623,3758,33192.16,Desert Safari,1.26,481,3166.51,Festival,Sunny,Bike,7201.99,No,14.7,84.67,3.7,Yes,Poor
Tamil Nadu,Madurai,01-07-2023,2023,July,48773,775,67117.73,Desert Safari,1.35,172,1809.88,Religious Event,Sunny,Train,2090.13,No,10.8,59.31,4.7,Yes,Good
Tamil Nadu,Madurai,01-08-2023,2023,August,7159,1666,12697.17,Hill Station,1.44,476,1820,Crafts Mela,Cold,Bike,3835.19,No,6.6,90.4,4.2,Yes,Average
Tamil Nadu,Madurai,01-09-2023,2023,September,40989,951,22575.26,Hill Station,0.54,180,2427.69,Crafts Mela,Humid,Bike,4741.55,Yes,9.4,80.81,4.7,No,Average
Tamil Nadu,Madurai,01-10-2023,2023,October,34579,1507,45643.92,Backwaters,1.26,352,2416.84,Food Festival,Humid,Boat,5439.84,Yes,9.1,52.75,3.8,Yes,Good
Tamil Nadu,Madurai,01-11-2023,2023,November,26194,1689,34093.54,Fort,1.22,58,8796.11,Food Festival,Snowy,Flight,5087.68,No,12,62.98,4.9,No,Average
Tamil Nadu,Madurai,01-12-2023,2023,December,7539,1345,11642.8,Cultural Festival,1.31,416,6788.07,Festival,Humid,Boat,673.99,No,9,69.99,4.8,No,Average
Tamil Nadu,Coimbatore,01-01-2019,2019,January,25711,1703,38181.1,Backwaters,1.39,426,5305.36,Festival,Cloudy,Bus,7332.45,No,4.3,58.85,3.5,No,Poor
Tamil Nadu,Coimbatore,01-02-2019,2019,February,5316,4136,18158.59,Desert Safari,1.92,266,6867.65,Food Festival,Cloudy,Train,5743.94,No,12.4,69.08,4,No,Good
Tamil Nadu,Coimbatore,01-03-2019,2019,March,36307,1298,47847.2,Hill Station,1.27,92,4115.87,Dance Festival,Rainy,Bike,2177.87,Yes,13.2,66.56,4.7,No,Average
Tamil Nadu,Coimbatore,01-04-2019,2019,April,12635,4912,34826.81,Beach,1.98,411,2097.11,Festival,Snowy,Flight,1420.35,No,14.9,67.15,4.7,Yes,Good
Tamil Nadu,Coimbatore,01-05-2019,2019,May,48826,1776,49390.22,Fort,0.98,213,3691.53,Art Fair,Cloudy,Bike,3016.45,No,3.3,78.43,3.7,Yes,Average
Tamil Nadu,Coimbatore,01-06-2019,2019,June,24353,1205,16025.07,Beach,0.63,175,9067.62,Dance Festival,Humid,Bike,647.51,No,13.8,81.91,3.4,Yes,Average
Tamil Nadu,Coimbatore,01-07-2019,2019,July,34362,3169,36905.36,Backwaters,0.98,483,4686.63,Religious Event,Sunny,Flight,6648.46,No,2.4,80.65,3.8,No,Good
Tamil Nadu,Coimbatore,01-08-2019,2019,August,43491,827,31759.06,Temple,0.72,369,2828.17,Crafts Mela,Snowy,Car,7234.2,No,5.7,69.85,3.1,No,Average
Tamil Nadu,Coimbatore,01-09-2019,2019,September,45948,4951,63919.38,Desert Safari,1.26,477,9115.21,Dance Festival,Rainy,Flight,5335.58,No,4.3,57.71,3.7,No,Poor
Tamil Nadu,Coimbatore,01-10-2019,2019,October,13556,2583,30613.85,Beach,1.9,395,1950.87,Food Festival,Rainy,Boat,5508.49,No,9.3,57.05,3.3,Yes,Poor
Tamil Nadu,Coimbatore,01-11-2019,2019,November,8171,4657,17116.1,Wildlife Sanctuary,1.33,102,4200.52,Music Festival,Sunny,Boat,2160.26,Yes,6.5,70.81,4.4,Yes,Poor
Tamil Nadu,Coimbatore,01-12-2019,2019,December,29436,3654,42509.13,Hill Station,1.28,370,2779.77,Food Festival,Humid,Flight,7045.6,No,5.6,55.26,4.1,No,Good
Tamil Nadu,Coimbatore,01-01-2020,2020,January,31472,4692,51894.58,Museum,1.43,419,9085.19,Music Festival,Cold,Bus,616.28,No,10.3,66.99,4.3,No,Poor
Tamil Nadu,Coimbatore,01-02-2020,2020,February,46925,3773,71457.05,Wildlife Sanctuary,1.41,103,4088.61,Music Festival,Snowy,Bus,1133.51,No,9.8,54.5,3.4,Yes,Good
Tamil Nadu,Coimbatore,01-03-2020,2020,March,7171,4425,23101.03,Wildlife Sanctuary,1.99,117,6478.13,Festival,Cloudy,Boat,5653.04,Yes,2.1,67.83,4.6,Yes,Good
Tamil Nadu,Coimbatore,01-04-2020,2020,April,32465,3298,23796.14,Desert Safari,0.67,359,7098.21,Food Festival,Rainy,Train,3441.37,Yes,6.7,78.63,4.4,Yes,Good
Tamil Nadu,Coimbatore,01-05-2020,2020,May,34191,2564,61306.75,Backwaters,1.67,403,5575.97,Music Festival,Sunny,Car,2859,Yes,6.6,65.54,4.4,No,Poor
Tamil Nadu,Coimbatore,01-06-2020,2020,June,26661,1405,34309.3,Backwaters,1.22,383,2275.45,Sports Event,Rainy,Car,2032.99,No,14.8,86.01,3.9,No,Average
Tamil Nadu,Coimbatore,01-07-2020,2020,July,38600,2707,60052.74,Hill Station,1.45,151,5427.66,Crafts Mela,Sunny,Bike,6353.9,Yes,10.2,93.23,4.3,Yes,Average
Tamil Nadu,Coimbatore,01-08-2020,2020,August,11983,1066,10541.23,Temple,0.81,247,1730.93,Crafts Mela,Sunny,Boat,2639.7,No,12.2,90.63,4.6,Yes,Average
Tamil Nadu,Coimbatore,01-09-2020,2020,September,12849,1737,14200.55,Cultural Festival,0.97,176,9255.07,Music Festival,Humid,Car,2245.27,Yes,3.8,64.01,3.4,Yes,Good
Tamil Nadu,Coimbatore,01-10-2020,2020,October,38748,4989,76110.52,Desert Safari,1.74,237,3264.44,Dance Festival,Cold,Bike,611.14,No,14.2,75.98,4.3,No,Good
Tamil Nadu,Coimbatore,01-11-2020,2020,November,41531,2617,54511.43,River Rafting,1.23,335,1986.37,Sports Event,Rainy,Train,7864.87,No,4.6,79.79,3.9,No,Good
Tamil Nadu,Coimbatore,01-12-2020,2020,December,42529,2900,31900.44,Fort,0.7,184,9170.11,Music Festival,Sunny,Flight,3832.77,No,8.3,82.51,3.3,Yes,Poor
Tamil Nadu,Coimbatore,01-01-2021,2021,January,35675,4507,60492.07,River Rafting,1.51,60,6126.65,Sports Event,Humid,Boat,3570.2,No,2.1,79.27,3.9,Yes,Poor
Tamil Nadu,Coimbatore,01-02-2021,2021,February,12441,4223,25972.26,Hill Station,1.56,370,8627.47,Food Festival,Cloudy,Car,999.15,No,2.5,80.17,4.2,No,Good
Tamil Nadu,Coimbatore,01-03-2021,2021,March,24386,2330,28639.41,Cultural Festival,1.07,168,6022.01,Food Festival,Sunny,Car,6696.57,Yes,12.1,81.45,3.2,Yes,Good
Tamil Nadu,Coimbatore,01-04-2021,2021,April,10306,1368,16857.2,Museum,1.44,57,3247.25,Music Festival,Humid,Flight,782.68,No,13.5,80.6,4.9,Yes,Average
Tamil Nadu,Coimbatore,01-05-2021,2021,May,26616,3653,40179.06,Backwaters,1.33,365,9714.51,Music Festival,Cold,Train,5616.1,No,5.2,92.47,4.5,Yes,Good
Tamil Nadu,Coimbatore,01-06-2021,2021,June,47741,4156,72019.34,Beach,1.39,381,3018.24,Festival,Sunny,Bus,7775.7,Yes,4.1,60.82,4.2,Yes,Average
Tamil Nadu,Coimbatore,01-07-2021,2021,July,36340,570,51310.03,Wildlife Sanctuary,1.39,465,6779.88,Food Festival,Snowy,Bike,4549.78,Yes,7,59.28,4.8,No,Average
Tamil Nadu,Coimbatore,01-08-2021,2021,August,40572,653,54029.37,Desert Safari,1.31,402,8082.63,Music Festival,Rainy,Car,4439.98,No,7.7,53.44,4.6,No,Average
Tamil Nadu,Coimbatore,01-09-2021,2021,September,12837,3354,25526.11,Fort,1.58,137,2652.57,Crafts Mela,Rainy,Car,3118.93,No,7.8,75.31,3.6,No,Poor
Tamil Nadu,Coimbatore,01-10-2021,2021,October,13072,2061,26631.47,Hill Station,1.76,371,5551.6,Music Festival,Sunny,Train,4053.9,No,12.3,52.34,3.8,Yes,Good
Tamil Nadu,Coimbatore,01-11-2021,2021,November,39208,2737,65295.62,Wildlife Sanctuary,1.56,124,7460.47,Crafts Mela,Sunny,Bus,5723.83,No,8.9,87.78,4.6,Yes,Poor
Tamil Nadu,Coimbatore,01-12-2021,2021,December,49899,3433,75138.86,Hill Station,1.41,247,3699.17,Crafts Mela,Cloudy,Train,3332.49,Yes,4.6,52.61,4.7,No,Good
Tamil Nadu,Coimbatore,01-01-2022,2022,January,10490,3265,28354.86,Museum,2.06,296,2840.58,Sports Event,Rainy,Car,7046.09,Yes,11.7,59.59,3.6,No,Poor
Tamil Nadu,Coimbatore,01-02-2022,2022,February,41844,1660,43242.46,Fort,0.99,70,5877.95,Art Fair,Snowy,Train,2607.38,Yes,3.4,66.1,4.4,No,Good
Tamil Nadu,Coimbatore,01-03-2022,2022,March,22390,4644,56105.95,Museum,2.08,69,5747.6,Dance Festival,Humid,Flight,2571.41,No,6.4,77.45,3.5,Yes,Average
Tamil Nadu,Coimbatore,01-04-2022,2022,April,34254,1878,42013.17,Backwaters,1.16,437,5542.99,Religious Event,Rainy,Car,4490.64,Yes,12.9,86.66,3.7,No,Poor
Tamil Nadu,Coimbatore,01-05-2022,2022,May,8707,2526,18588.86,Fort,1.65,97,5842.97,Festival,Humid,Train,7089.92,Yes,6.1,74.35,4.6,No,Good
Tamil Nadu,Coimbatore,01-06-2022,2022,June,11451,2109,16124.1,Temple,1.19,120,9318.78,Dance Festival,Snowy,Bus,5476.62,Yes,5.5,61.17,4.3,Yes,Poor
Tamil Nadu,Coimbatore,01-07-2022,2022,July,35668,2437,53279.22,Cultural Festival,1.4,361,8542.63,Food Festival,Rainy,Boat,1136.14,No,5,74.92,4.1,Yes,Good
Tamil Nadu,Coimbatore,01-08-2022,2022,August,20764,4705,34678.72,Temple,1.36,389,6372.83,Dance Festival,Snowy,Car,3701.07,Yes,10.2,80.19,4.2,No,Average
Tamil Nadu,Coimbatore,01-09-2022,2022,September,35211,3137,52690.51,Wildlife Sanctuary,1.37,210,5876.43,Crafts Mela,Rainy,Boat,2722.88,Yes,6.4,53.34,3.6,Yes,Poor
Tamil Nadu,Coimbatore,01-10-2022,2022,October,49692,3248,54553.17,Fort,1.03,388,9354.17,Dance Festival,Snowy,Train,6881.98,No,11.8,51.88,3,No,Average
Tamil Nadu,Coimbatore,01-11-2022,2022,November,49280,2555,51130.2,Hill Station,0.99,221,1756.22,Sports Event,Humid,Boat,6765,No,13.3,72.85,3.8,No,Poor
Tamil Nadu,Coimbatore,01-12-2022,2022,December,5953,4149,17463.94,Hill Station,1.73,92,8208.95,Festival,Cloudy,Train,3608.59,Yes,3.6,77.27,4.7,Yes,Good
Tamil Nadu,Coimbatore,01-01-2023,2023,January,34501,2834,41453.13,Hill Station,1.11,469,6724.95,Food Festival,Sunny,Boat,1347.99,No,6,94.43,3.4,No,Good
Tamil Nadu,Coimbatore,01-02-2023,2023,February,38198,762,43316.32,Cultural Festival,1.11,208,8856.95,Music Festival,Cloudy,Bike,6299.93,No,9.3,90.16,4.1,No,Poor
Tamil Nadu,Coimbatore,01-03-2023,2023,March,5053,2145,7986.43,Fort,1.11,267,8121.92,Food Festival,Cloudy,Bike,4100.54,No,7.8,78.78,4,Yes,Good
Tamil Nadu,Coimbatore,01-04-2023,2023,April,27356,4440,38891.33,Backwaters,1.22,423,9416.93,Festival,Sunny,Boat,3370.94,No,6.1,66.08,3.2,Yes,Good
Tamil Nadu,Coimbatore,01-05-2023,2023,May,37046,3621,58926.91,Backwaters,1.45,177,3999.13,Food Festival,Sunny,Bus,4379.1,Yes,3.4,88.86,3.5,Yes,Average
Tamil Nadu,Coimbatore,01-06-2023,2023,June,12157,1935,11145.91,Hill Station,0.79,372,7836.81,Religious Event,Cloudy,Train,1980.6,No,3.6,55.03,4.8,No,Poor
Tamil Nadu,Coimbatore,01-07-2023,2023,July,41930,3091,40196.12,Backwaters,0.89,421,2492.08,Sports Event,Sunny,Bus,5256.57,Yes,8.6,54.3,4.1,No,Good
Tamil Nadu,Coimbatore,01-08-2023,2023,August,48201,1556,75202.48,Temple,1.51,271,3021.64,Religious Event,Cloudy,Train,2756.56,No,8.9,94.52,4.7,No,Poor
Tamil Nadu,Coimbatore,01-09-2023,2023,September,23214,1284,34086.37,Cultural Festival,1.39,387,8761.86,Dance Festival,Humid,Bike,5417.94,No,11,77.2,3.3,Yes,Poor
Tamil Nadu,Coimbatore,01-10-2023,2023,October,14851,4708,29913.7,Museum,1.53,84,5580.28,Crafts Mela,Snowy,Bus,4845.95,Yes,6.7,89.68,3.8,Yes,Average
Tamil Nadu,Coimbatore,01-11-2023,2023,November,18360,4438,35051.11,Temple,1.54,191,2798.04,Dance Festival,Humid,Train,2942.28,No,10.6,55.73,5,No,Average
Tamil Nadu,Coimbatore,01-12-2023,2023,December,23933,1180,32321.55,Cultural Festival,1.29,130,8782.39,Crafts Mela,Cold,Bike,6914.83,Yes,10.7,69.38,3.7,Yes,Average
Delhi,New Delhi,01-01-2019,2019,January,44673,2744,42868.95,Wildlife Sanctuary,0.9,408,1611.06,Music Festival,Sunny,Train,1264.75,No,9.5,92.01,4.2,Yes,Good
Delhi,New Delhi,01-02-2019,2019,February,36052,2103,41368.17,Temple,1.08,447,5283.37,Dance Festival,Cold,Train,1461.36,No,6.7,64.58,4.6,Yes,Good
Delhi,New Delhi,01-03-2019,2019,March,48005,4624,83368.1,Wildlife Sanctuary,1.58,51,5058.37,Food Festival,Cloudy,Train,7760.61,No,11.7,72.32,4.9,No,Average
Delhi,New Delhi,01-04-2019,2019,April,25211,4697,52513.11,River Rafting,1.76,455,1628.77,Crafts Mela,Sunny,Train,5251.99,No,12.2,83.26,4.9,No,Good
Delhi,New Delhi,01-05-2019,2019,May,18363,1513,17891.19,Museum,0.9,221,5069.16,Dance Festival,Sunny,Bus,1564.85,No,4,81.05,4.4,Yes,Good
Delhi,New Delhi,01-06-2019,2019,June,31586,2569,50400.07,Desert Safari,1.48,341,3191.08,Dance Festival,Sunny,Bike,6802.57,No,2.7,72.13,3.5,No,Poor
Delhi,New Delhi,01-07-2019,2019,July,45218,4310,62246.67,Hill Station,1.26,167,9198.59,Food Festival,Humid,Flight,4968.69,Yes,5.4,90.92,4.1,Yes,Average
Delhi,New Delhi,01-08-2019,2019,August,18368,815,18678.37,River Rafting,0.97,464,2449.74,Dance Festival,Cold,Car,7884.76,Yes,13.4,61.08,5,No,Average
Delhi,New Delhi,01-09-2019,2019,September,10416,833,11559.65,Backwaters,1.03,123,6230.86,Sports Event,Rainy,Bike,6204.51,Yes,13.3,61.42,4.2,No,Good
Delhi,New Delhi,01-10-2019,2019,October,45821,928,42770.32,Beach,0.91,297,6390.77,Dance Festival,Sunny,Train,3891.04,No,12.3,72.39,3.4,No,Poor
Delhi,New Delhi,01-11-2019,2019,November,26880,3136,43418.34,Temple,1.45,421,7190.06,Crafts Mela,Cloudy,Boat,7934.89,Yes,13.6,89.39,4,No,Poor
Delhi,New Delhi,01-12-2019,2019,December,6328,4975,16620.22,Museum,1.47,449,8704.64,Art Fair,Humid,Flight,2951.02,No,2.3,92.06,4.2,Yes,Average
Delhi,New Delhi,01-01-2020,2020,January,10050,2589,11099.15,Backwaters,0.88,431,2848.94,Religious Event,Sunny,Train,6022.74,No,8.3,72.42,4.6,Yes,Average
Delhi,New Delhi,01-02-2020,2020,February,18108,4218,33959.42,Museum,1.52,493,1575.11,Food Festival,Snowy,Bike,4937.76,No,5.3,90.68,3,No,Average
Delhi,New Delhi,01-03-2020,2020,March,13910,754,9746.06,Museum,0.66,115,6701.61,Music Festival,Sunny,Boat,2619.12,No,7.7,63.14,3.5,No,Average
Delhi,New Delhi,01-04-2020,2020,April,8101,3719,13233.01,Cultural Festival,1.12,94,6944.03,Dance Festival,Cold,Car,4256.55,Yes,3.6,94.74,4.3,No,Good
Delhi,New Delhi,01-05-2020,2020,May,19548,1234,30853.38,Beach,1.48,333,5432.02,Food Festival,Humid,Flight,7426.49,Yes,9.9,87.81,3.9,No,Average
Delhi,New Delhi,01-06-2020,2020,June,25590,551,34116.41,Wildlife Sanctuary,1.31,169,8183.66,Festival,Snowy,Bike,3253.41,No,3.1,82.14,4.7,Yes,Good
Delhi,New Delhi,01-07-2020,2020,July,29513,3715,35356.94,Cultural Festival,1.06,117,7050.29,Festival,Cloudy,Boat,4071.95,Yes,10.6,77.91,3.3,No,Average
Delhi,New Delhi,01-08-2020,2020,August,16824,4216,37377.39,Desert Safari,1.78,268,8865.38,Crafts Mela,Humid,Train,6028.82,No,11.6,81.89,4.1,No,Average
Delhi,New Delhi,01-09-2020,2020,September,41116,2959,54478.02,Fort,1.24,213,8012.67,Music Festival,Cold,Bike,2041.43,Yes,14.5,85.37,4.7,Yes,Good
Delhi,New Delhi,01-10-2020,2020,October,20096,574,25886.33,Wildlife Sanctuary,1.25,250,1964.85,Religious Event,Cold,Train,3498.35,Yes,10.4,56.46,4.7,No,Good
Delhi,New Delhi,01-11-2020,2020,November,25386,1434,35246.61,Fort,1.31,281,2893.15,Art Fair,Cloudy,Bus,3074.86,Yes,13,91.51,4.1,Yes,Average
Delhi,New Delhi,01-12-2020,2020,December,42031,1249,56488.62,Hill Station,1.31,312,8226.14,Art Fair,Cold,Car,6639.34,Yes,7.7,63.41,4.4,No,Average
Delhi,New Delhi,01-01-2021,2021,January,12313,3480,25360.18,Cultural Festival,1.61,357,7451.4,Religious Event,Cold,Bike,7610.5,No,11.1,57.79,5,Yes,Poor
Delhi,New Delhi,01-02-2021,2021,February,35161,1076,39759.35,Desert Safari,1.1,106,7913.66,Art Fair,Rainy,Bike,3655.94,Yes,12.8,65.23,3.8,No,Good
Delhi,New Delhi,01-03-2021,2021,March,23110,2541,30566.27,River Rafting,1.19,53,8999.32,Music Festival,Rainy,Boat,5418.71,Yes,9.1,67.69,3.5,No,Good
Delhi,New Delhi,01-04-2021,2021,April,15354,1487,27040.78,Hill Station,1.61,383,5388.28,Religious Event,Cloudy,Flight,2177.24,No,8.9,54.97,3.9,No,Good
Delhi,New Delhi,01-05-2021,2021,May,5393,545,6273.65,Beach,1.06,274,9985.72,Religious Event,Snowy,Bus,5446.19,Yes,12.9,73.11,4.4,No,Good
Delhi,New Delhi,01-06-2021,2021,June,36346,764,26644.31,Wildlife Sanctuary,0.72,102,6814.53,Food Festival,Rainy,Bike,1258.33,Yes,5.1,92.78,4,Yes,Poor
Delhi,New Delhi,01-07-2021,2021,July,44526,1306,64113.89,Fort,1.4,409,7910.97,Food Festival,Sunny,Flight,3090.32,No,2.4,89.65,4.3,Yes,Average
Delhi,New Delhi,01-08-2021,2021,August,16649,3616,25001.11,River Rafting,1.23,460,9772.78,Festival,Snowy,Bike,4949.41,No,5.4,64.94,4.7,Yes,Poor
